trial_id,animal_id,frame,time_s,fps,coordinate_unit,nose_tip_x,nose_tip_y,nose_tip_z,nose_tip_likelihood,left_paw_tip_x,left_paw_tip_y,left_paw_tip_z,left_paw_tip_likelihood,right_paw_tip_x,right_paw_tip_y,right_paw_tip_z,right_paw_tip_likelihood,trunk_center_x,trunk_center_y,trunk_center_z,trunk_center_likelihood
sticker_demo_10s_001,simulated_mouse_001,10,0.333333,30,mm,-0.12806248712349183,-0.30446387841352357,62.19129458142628,0.99,-29.967638031552564,12.284875042915544,38.122604965935665,0.99,30.018154505684727,-12.13147758815004,37.971479182268126,0.99,0.2136464561292738,-0.08941989303623696,35.90826475457334,0.99
sticker_demo_10s_001,simulated_mouse_001,11,0.366667,30,mm,-0.11336471718658239,-0.27195774365706615,62.14736866667693,0.99,-30.10881522334923,11.574356162487812,38.2049663470863,0.99,29.716806444751924,-12.099102226885163,37.81624544473318,0.99,-0.08763172998238006,0.1454566824868244,35.81223512769532,0.99
sticker_demo_10s_001,simulated_mouse_001,12,0.4,30,mm,0.3261246746321438,-0.12979385097852036,61.726841295156646,0.99,-30.151788653575636,12.100232578382,37.985236866788675,0.99,29.738673815407473,-11.859827609876088,37.68122522207134,0.99,0.09235147186551008,0.12469907726948402,35.58451872128842,0.99
sticker_demo_10s_001,simulated_mouse_001,13,0.433333,30,mm,-0.24334740024561885,-0.04443742741591305,61.69640823330852,0.99,-30.01858096369218,12.431635569093062,38.3953068444607,0.99,30.39072024564268,-11.82534258198633,37.99029509502059,0.99,-0.016839212913196098,0.34843539326754436,35.93905436561239,0.99
sticker_demo_10s_001,simulated_mouse_001,14,0.466667,30,mm,-0.08254027170085199,-0.3244883340907977,61.72735112493532,0.99,-29.987764361462574,11.94296523595451,37.89714396936282,0.99,30.10896392252576,-12.04308663935454,37.96974957143167,0.99,0.04720480634893479,0.12964787160700103,36.26741639496529,0.99
sticker_demo_10s_001,simulated_mouse_001,15,0.5,30,mm,-0.07727945735560755,0.1810903834534254,62.201997958523364,0.99,-30.0127915727604,11.824848195306247,37.86466120967671,0.99,29.80519768353401,-11.890961806442508,37.84831157777625,0.99,-0.05951862210477369,-0.13090403215733346,35.912383543515126,0.99
sticker_demo_10s_001,simulated_mouse_001,16,0.533333,30,mm,-0.45768025704242155,-0.28720773967590424,62.23649498452754,0.99,-29.89281132035513,12.167476681234499,38.33946810658606,0.99,29.71971489355734,-11.701616283808669,37.74619180644789,0.99,0.060135327031519394,-0.14435728195017236,35.774012850192705,0.99
sticker_demo_10s_001,simulated_mouse_001,17,0.566667,30,mm,-0.08210945823246846,-0.24597503466669762,62.37165648954231,0.99,-30.006390409313667,12.137879852193135,37.9704384822806,0.99,29.690227361042094,-11.797767144759659,38.0180483943417,0.99,-0.10386730880224493,-0.11771981741631239,36.07104992219078,0.99
sticker_demo_10s_001,simulated_mouse_001,18,0.6,30,mm,-0.07503049959880254,0.08431656155878775,62.01386236697347,0.99,-30.313440811331724,12.307208224562597,37.698758245508714,0.99,29.662636747118654,-12.175798961705835,38.03202135345795,0.99,0.04141592083200044,0.4746704817340023,36.298091990684696,0.99
sticker_demo_10s_001,simulated_mouse_001,19,0.633333,30,mm,-0.01238942500511365,-0.20634101812025205,62.25550343293418,0.99,-30.182426154910505,12.310213563086666,38.115442237704876,0.99,29.996515018778894,-11.575318526487413,37.79411834681851,0.99,0.034531116240940594,-0.3973444416839018,35.97524799088569,0.99
sticker_demo_10s_001,simulated_mouse_001,20,0.666667,30,mm,0.09182034797353761,0.35521872504174856,62.157952322076696,0.99,-29.888000016548133,12.1773948894466,38.1683492861514,0.99,29.964246255866346,-11.911184504891487,38.31621841441953,0.99,-0.06161375528594581,0.3173303811012887,35.88847419903725,0.99
sticker_demo_10s_001,simulated_mouse_001,21,0.7,30,mm,-0.13007955682643835,0.054324517509184315,61.74877026909516,0.99,-29.925741415813327,12.131843555901536,37.81874387753079,0.99,30.254418444775776,-12.078457648485507,37.71822867739507,0.99,0.30048688834285686,0.28298280413420573,35.701974075998685,0.99
sticker_demo_10s_001,simulated_mouse_001,22,0.733333,30,mm,0.16200753210312055,0.36104327901740896,62.04579813937977,0.99,-29.908224625416565,12.044348107422465,37.86068825853808,0.99,29.665398295979163,-12.13856385341322,38.17279052148473,0.99,0.04633253094232394,0.0001899558570529603,36.042662897596344,0.99
sticker_demo_10s_001,simulated_mouse_001,23,0.766667,30,mm,0.12885212757380782,-0.46732829193291203,62.04979203190612,0.99,-29.966038667824037,11.98454379650817,38.19436730217733,0.99,29.883545227591657,-12.415802494277338,38.14982449329964,0.99,-0.21613224279082496,0.10954387346478418,36.33273687574885,0.99
sticker_demo_10s_001,simulated_mouse_001,24,0.8,30,mm,-0.20474786837969777,-0.05778288373402679,61.56682493804407,0.99,-29.984291529505324,11.826923169883521,37.75907148890939,0.99,30.09314851131686,-11.895882366248928,38.41509197903647,0.99,-0.07882775794986613,0.1251575203215498,35.80731795879557,0.99
sticker_demo_10s_001,simulated_mouse_001,25,0.833333,30,mm,0.2093771209298423,-0.004618019101329816,62.09864800358888,0.99,-29.942964927042997,12.03622020842398,38.20132468777763,0.99,30.18958408155727,-12.478212950297635,37.99940228940308,0.99,0.20264994233974987,-0.011994838247868346,35.949128244097544,0.99
sticker_demo_10s_001,simulated_mouse_001,26,0.866667,30,mm,0.02898526428303205,-0.04010035511154842,62.30107064516512,0.99,-30.18489663702765,11.93288989133497,38.24226353300805,0.99,30.159608666599286,-11.925549039788587,37.994503086651534,0.99,0.28134445357773846,0.016413727931232677,36.07798965011712,0.99
sticker_demo_10s_001,simulated_mouse_001,27,0.9,30,mm,-0.44722532576353013,0.017711109521637333,61.77075700163739,0.99,-29.86314933059836,11.979349042613315,38.09595023999351,0.99,29.88010633307692,-12.017064890562823,38.13090082694037,0.99,0.24598544610351314,0.2278084504311828,35.99314861342675,0.99
sticker_demo_10s_001,simulated_mouse_001,28,0.933333,30,mm,-0.08722915366408812,-0.21388795987090525,61.77708928679234,0.99,-29.901474376385615,11.5457782267958,38.044543737458966,0.99,29.902871207293483,-11.649024324738535,38.2092290237215,0.99,-0.0018254047359852867,-0.3333268867162925,35.89676262341199,0.99
sticker_demo_10s_001,simulated_mouse_001,29,0.966667,30,mm,0.0939019445917214,0.2832462085793607,62.33857348007498,0.99,-29.812582770558816,12.129167081530335,38.26354498132845,0.99,29.89407739345112,-11.803677076625897,38.04138931256209,0.99,-0.1107486260422548,0.2227202601129243,36.12255376117863,0.99
sticker_demo_10s_001,simulated_mouse_001,30,1.0,30,mm,-0.11833729191924028,0.10129442771263018,62.24112865497875,0.99,-30.14927183022772,11.955003348388614,38.13386266883774,0.99,29.790460390053465,-12.265262176749529,37.9068987743943,0.99,-0.035529709758593216,0.15094266396170009,36.00448792878813,0.99
sticker_demo_10s_001,simulated_mouse_001,31,1.033333,30,mm,-0.03985058653290957,0.01603387517001787,61.90544220267192,0.99,-30.121377028926187,12.065851412531876,37.81219698958581,0.99,29.81168557042667,-12.157862482639105,38.01703619367503,0.99,0.2310239862596306,0.1881699199806982,36.147655902220166,0.99
sticker_demo_10s_001,simulated_mouse_001,32,1.066667,30,mm,-0.3860649936035697,-0.2519015184181714,62.217184840796904,0.99,-29.6119698780664,11.928823850254314,37.871044867324,0.99,30.295223498513675,-12.226610924990263,37.95157929864637,0.99,-0.08907268363272561,-0.7342085044701923,35.924184139511254,0.99
sticker_demo_10s_001,simulated_mouse_001,33,1.1,30,mm,0.07589199266633867,-0.2733745688106563,62.18529925541373,0.99,-30.192052477448744,11.836482921716149,37.482592312825496,0.99,30.007310621798275,-12.060327210412542,37.91214895510907,0.99,-0.20336801071593086,-0.06517911296474092,36.15853670510012,0.99
sticker_demo_10s_001,simulated_mouse_001,34,1.133333,30,mm,0.05671780295411775,0.04960372696717477,61.886565359895876,0.99,-30.169806110594855,11.950868699264065,38.15942726536117,0.99,30.00720288532944,-11.912316018892051,38.0918480015013,0.99,0.11292424976713455,0.17222105504835017,36.02021825344642,0.99
sticker_demo_10s_001,simulated_mouse_001,35,1.166667,30,mm,0.26596933415903096,0.2637412179190584,61.954690288383944,0.99,-30.25025600508751,11.990313028198146,38.17952330348839,0.99,29.829313531023722,-11.680033611164747,38.41990692474188,0.99,-0.31061632922259813,-0.011890575710221403,35.926281015688836,0.99
sticker_demo_10s_001,simulated_mouse_001,36,1.2,30,mm,-0.316704752393563,-0.1012672754691105,62.31247139425154,0.99,-29.92453125223536,12.155216759409418,37.92460271448195,0.99,30.203986914262853,-12.317838043877606,37.930271901908135,0.99,0.052797865407082714,-0.276468570610493,35.91687614211197,0.99
sticker_demo_10s_001,simulated_mouse_001,37,1.233333,30,mm,-0.06692701572334063,0.025948554536581087,62.44035444611963,0.99,-29.990048609627483,11.920629830279296,37.809344612081745,0.99,29.999123946567263,-12.058781589254547,38.33856116643896,0.99,0.04575264235482579,0.0787281804872293,36.24321818515874,0.99
sticker_demo_10s_001,simulated_mouse_001,38,1.266667,30,mm,0.1187037503118989,0.5192097355895177,61.97307333593783,0.99,-29.997981143378386,12.20510020325414,38.303320815580406,0.99,29.72681980683004,-12.216975185564873,38.30323189232256,0.99,0.037204957970159346,0.035932807838968885,36.33148203568901,0.99
sticker_demo_10s_001,simulated_mouse_001,39,1.3,30,mm,0.09680529170352345,0.32067476415046214,61.96667286496794,0.99,-29.596674223844758,12.001110225005442,38.09324032524906,0.99,30.14655669532913,-11.946459980721274,38.08509514771455,0.99,-0.2203194099238607,-0.006096781444511821,36.03446152893762,0.99
sticker_demo_10s_001,simulated_mouse_001,40,1.333333,30,mm,0.1330702156541444,-0.0877974843640203,61.88451310194576,0.99,-30.3680142480755,11.75972282362801,37.62121947832126,0.99,29.739626999938945,-11.841794011719838,37.9458653934017,0.99,0.08820323140013553,-0.20578986865057391,35.86257276341458,0.99
sticker_demo_10s_001,simulated_mouse_001,41,1.366667,30,mm,-0.10473266700701243,0.2299943049114569,62.13768786454035,0.99,-29.779612783715574,12.021689730946248,38.12255059893118,0.99,30.061257865925956,-12.201743174033972,37.57247558150223,0.99,-0.038317091553475804,0.4249557914682166,36.11261818535269,0.99
sticker_demo_10s_001,simulated_mouse_001,42,1.4,30,mm,0.4292326718327412,0.2926879255422007,62.67853927350403,0.99,-30.236510113645085,11.849444897301476,37.71116531834586,0.99,30.038639942578666,-11.922127503823553,38.00189470023871,0.99,-0.06576488727663957,-0.04683176016388827,35.7966351713475,0.99
sticker_demo_10s_001,simulated_mouse_001,43,1.433333,30,mm,-0.10571335839791629,-0.18197537977885436,62.142825845970265,0.99,-30.011336093989865,11.777490960217289,37.86392123601345,0.99,29.92067805999628,-12.137843372337688,37.978148632652456,0.99,-0.17115913060760085,0.24383445255688288,36.3597806006466,0.99
sticker_demo_10s_001,simulated_mouse_001,44,1.466667,30,mm,-0.18374982277964264,0.11019653277185881,62.07406218869188,0.99,-29.892430807078746,12.011531824970174,37.71824511083417,0.99,29.861380701323874,-12.101397825654315,37.9376150910718,0.99,-0.06337342240920814,-0.22651159555582684,35.95102604715593,0.99
sticker_demo_10s_001,simulated_mouse_001,45,1.5,30,mm,0.2027182746771147,-0.1256982036833292,62.113570458196975,0.99,-30.230266708207026,11.792255537106241,38.13225814575887,0.99,29.896794057462472,-11.938329734003826,38.284839887999105,0.99,0.10289093482288303,0.27660426689638834,36.007544566236014,0.99
sticker_demo_10s_001,simulated_mouse_001,46,1.533333,30,mm,-0.12137485363931243,-0.21418581323385477,61.926279733961486,0.99,-30.054904337371376,11.869835478857057,37.87706556674679,0.99,29.745651315628063,-12.073082445815244,37.888883132623455,0.99,-0.43272570914475117,-0.3960695214967831,35.764380205020004,0.99
sticker_demo_10s_001,simulated_mouse_001,47,1.566667,30,mm,-0.09189719488032948,-0.05847011594859183,62.07847881111973,0.99,-30.205563391241455,12.213090209494649,38.13403076925638,0.99,30.206139548496104,-11.992603011317225,38.09562348266637,0.99,-0.1111466583965253,0.1991910929972524,36.05995275809625,0.99
sticker_demo_10s_001,simulated_mouse_001,48,1.6,30,mm,-0.03135252505907703,0.2165120335356615,62.09861498909561,0.99,-30.134188753244484,11.718927532799407,38.237370685686095,0.99,29.886258524632648,-12.001638342914978,37.92904414747028,0.99,-0.3031376042486371,0.04918375073394364,35.94423275360054,0.99
sticker_demo_10s_001,simulated_mouse_001,49,1.633333,30,mm,-0.024030299559357596,-0.11362821673733814,62.074485369300966,0.99,-30.10083794535094,11.859607436558347,37.599705621361586,0.99,29.960881823764257,-11.976129219877844,37.722564488366224,0.99,0.23211866196431546,-0.05646103878092316,36.12909873033264,0.99
sticker_demo_10s_001,simulated_mouse_001,50,1.666667,30,mm,-0.0758181483787364,0.027817481671540675,62.05693269681927,0.99,-29.7834893670975,12.088031442360842,38.325136003210986,0.99,30.097652218010314,-12.263449019170396,38.055420863321345,0.99,0.2609028144842743,0.08266290244667883,36.127468638370864,0.99
sticker_demo_10s_001,simulated_mouse_001,51,1.7,30,mm,0.09357490840697667,0.014023607030565127,61.838963833591755,0.99,-29.6359992953051,11.803834799654565,37.85989167519864,0.99,30.06948197458967,-12.11831034063259,37.5759681050071,0.99,-0.06945048159128302,0.31225195514459164,35.79512153323922,0.99
sticker_demo_10s_001,simulated_mouse_001,52,1.733333,30,mm,0.1267879255291615,-0.012665487923307265,62.23272175574832,0.99,-30.16150970111234,12.21520632894072,38.41767042678201,0.99,29.6986610262961,-12.36700820678601,38.07470959726076,0.99,-0.25438362025372024,0.2063473144104795,35.90629232706534,0.99
sticker_demo_10s_001,simulated_mouse_001,53,1.766667,30,mm,0.2791016073137415,-0.1688646331855487,62.08152209902545,0.99,-30.12825587363156,11.93301296834495,38.18646136041273,0.99,29.89811496722074,-11.786098366898898,38.104185952158915,0.99,0.18253729557739384,0.05755686136220142,36.13208419503451,0.99
sticker_demo_10s_001,simulated_mouse_001,54,1.8,30,mm,-0.009810309699196267,0.2663099502999504,62.12398045513341,0.99,-30.097717074446653,11.927856695317013,38.065002781090435,0.99,29.899722381222396,-11.86659184768477,37.762335589532306,0.99,-0.4414599790588204,-0.20812722506283696,35.94244743855369,0.99
sticker_demo_10s_001,simulated_mouse_001,55,1.833333,30,mm,-0.206609707481093,0.013462056518321476,62.08720575273751,0.99,-29.89075719886922,11.71362446100692,38.000327339149294,0.99,30.32740257003537,-11.799551070559794,37.959815153099576,0.99,-0.20266919937618322,-0.025813409641183838,36.00176130666256,0.99
sticker_demo_10s_001,simulated_mouse_001,56,1.866667,30,mm,0.3971759636369902,-0.2132103418643396,61.66208135303904,0.99,-29.954606017571844,12.169655916916996,37.68192009005307,0.99,30.426094083673508,-11.688970319968554,38.10600719279673,0.99,0.13090973579436582,-0.307554410527239,36.05557162245937,0.99
sticker_demo_10s_001,simulated_mouse_001,57,1.9,30,mm,0.1458358098595877,0.288460592660887,62.00789143557201,0.99,-29.783960075456555,11.763605025359764,38.1750707482542,0.99,30.157249256714806,-12.32079079214019,38.08340568373255,0.99,0.22463886551354137,-0.4230792301570656,35.69805812504736,0.99
sticker_demo_10s_001,simulated_mouse_001,58,1.933333,30,mm,-0.16872851724324514,0.1931561119410693,62.22828435875056,0.99,-29.908441631904534,12.035993546287056,38.182011333328454,0.99,29.956958824443976,-11.80756174949146,38.10981734501691,0.99,0.09936019707964387,0.10524519422766179,35.7565429553335,0.99
sticker_demo_10s_001,simulated_mouse_001,59,1.966667,30,mm,0.09974742622415315,-0.002194859701308338,62.16072322612716,0.99,-30.224210599211776,12.159712260101632,38.526143938440164,0.99,30.249273101752447,-12.329820232351997,37.98103436830181,0.99,0.1449066866443874,0.4393545406242522,35.805548455965386,0.99
sticker_demo_10s_001,simulated_mouse_001,60,2.0,30,mm,0.34214636223590156,0.20419919298250902,62.16070411882582,0.99,-0.610277564751932,-1.339235752625801,61.22847661157761,0.99,30.084378418542308,-11.980678949359177,38.233123587695395,0.99,0.17479560275890127,0.10957916704005762,35.8705696031905,0.99
sticker_demo_10s_001,simulated_mouse_001,61,2.033333,30,mm,0.05416896669846716,0.2873586424003535,62.30731123833243,0.99,-1.4067014578894805,-0.1392193044015163,60.789447483510294,0.99,29.473108526731117,-12.319914531428312,37.752988728141354,0.99,0.09683760353880443,-0.13898481734510984,36.380149269396874,0.99
sticker_demo_10s_001,simulated_mouse_001,62,2.066667,30,mm,0.029043770823444066,-0.17183976771256979,61.68513286864258,0.99,-0.7417622159536741,0.9442664933674527,60.504169517945954,0.99,30.143078700163798,-12.005061547946415,38.27564017837748,0.99,0.32781645113523095,-0.12778747938260426,36.212840786262426,0.99
sticker_demo_10s_001,simulated_mouse_001,63,2.1,30,mm,0.55091447034305,-0.3770877275272734,62.16425610025295,0.99,0.4958652557605209,1.6340592018731321,61.07157837329295,0.99,29.96681232183862,-11.779893223491621,38.34980064397041,0.99,-0.17427210349924271,0.18849962371710635,36.15608922567424,0.99
sticker_demo_10s_001,simulated_mouse_001,64,2.133333,30,mm,0.006247981845994621,-0.09085986095558896,61.93665276160836,0.99,1.4822995242467178,0.8192330815259208,60.889952307821666,0.99,30.13811198008236,-12.151981183934897,37.8645547198116,0.99,0.2952768008470998,-0.40644804911503835,36.27927699190173,0.99
sticker_demo_10s_001,simulated_mouse_001,65,2.166667,30,mm,0.023746200877406143,-0.025073516292349565,61.772931980856676,0.99,1.040047667111261,-0.6397344831118086,61.091676543299705,0.99,30.059003296126537,-11.868479452159573,38.48207742331417,0.99,-0.06796650556003903,-0.4424968433704634,36.169160707296484,0.99
sticker_demo_10s_001,simulated_mouse_001,66,2.2,30,mm,-0.2506853227418379,-0.09923255517996209,61.708226096778624,0.99,0.1264720378297275,-1.5529031694435909,60.84773406886083,0.99,29.892226971606195,-11.628402161822441,38.14634951586778,0.99,-0.1261925336364349,0.2596236842148743,35.65511185540109,0.99
sticker_demo_10s_001,simulated_mouse_001,67,2.233333,30,mm,0.26992721696976735,0.1045767690609079,62.12611263750657,0.99,-1.6041075214003249,-0.6748079431142399,61.01578574791157,0.99,30.173601781935663,-11.971283906693538,37.74865199328007,0.99,0.07175025640228892,0.0177932020686502,35.51418875321017,0.99
sticker_demo_10s_001,simulated_mouse_001,68,2.266667,30,mm,0.009561196699361237,0.14519125557637214,61.792075131066376,0.99,-1.529932196085443,0.6988744799296965,61.09645991550534,0.99,30.292791140782924,-12.001777102499414,37.766374963865815,0.99,-0.3346168821384058,-0.14170600386718574,36.283733274251865,0.99
sticker_demo_10s_001,simulated_mouse_001,69,2.3,30,mm,0.04070103468685596,0.06160300262804559,61.842076271773976,0.99,-0.1431276876367222,1.2198144787920655,60.85385364302976,0.99,29.737742614835092,-11.852983061013584,38.000419732246726,0.99,0.01167557475599805,0.20688833680409893,36.06152054515468,0.99
sticker_demo_10s_001,simulated_mouse_001,70,2.333333,30,mm,0.006376959085629386,0.1608663099729424,61.473564299747615,0.99,1.3904462064480532,1.1801326276113064,60.970953874202955,0.99,29.91604366002149,-12.247032831941187,37.957167058089944,0.99,0.11871865363793155,0.13741957085760012,35.97427732709059,0.99
sticker_demo_10s_001,simulated_mouse_001,71,2.366667,30,mm,-0.12068984743581464,0.3074281649924286,62.17531973063649,0.99,1.6561517539255748,-0.6390121536421756,60.503103229701836,0.99,30.215549977004162,-11.474005794163851,38.0378475524286,0.99,0.15022863683303936,0.034764314382523705,35.818688653654924,0.99
sticker_demo_10s_001,simulated_mouse_001,72,2.4,30,mm,-0.23115726595718905,-0.23824822127319134,61.93370532970173,0.99,0.6039885066569687,-1.4692227364151718,61.15522444674099,0.99,29.97609976576941,-12.014410321284691,37.71907982204306,0.99,-0.19540051509290043,0.06107334256460371,36.11985866833126,0.99
sticker_demo_10s_001,simulated_mouse_001,73,2.433333,30,mm,-0.13413693755971792,-0.4717592367063495,61.82585281008841,0.99,-1.0239541504027367,-0.9091380737819443,61.25155285552452,0.99,30.13667846550215,-12.06189853409051,38.07360150589691,0.99,-0.4547496993424,0.07636986497722487,36.06056758486082,0.99
sticker_demo_10s_001,simulated_mouse_001,74,2.466667,30,mm,0.20535958329823223,0.10846987066175065,62.383475532327566,0.99,-1.0173784903084027,0.0459826304048174,60.92321085980398,0.99,29.95151977492069,-11.659597761055775,38.31981302015809,0.99,-0.392188610091442,-0.008738351205339204,35.9399105008768,0.99
sticker_demo_10s_001,simulated_mouse_001,75,2.5,30,mm,-0.1318523456604868,-0.5093335081959512,62.06983270267993,0.99,-0.5108085325257493,1.3949024392861467,60.95972622944196,0.99,29.756870025792363,-12.10923944882152,38.32182076203115,0.99,-0.11836603114541654,-0.06834090989709393,35.997313705491614,0.99
sticker_demo_10s_001,simulated_mouse_001,76,2.533333,30,mm,-0.03783733779496534,0.10694928839671532,61.91680898934681,0.99,0.5535528311930973,1.351214899920906,60.45956258407977,0.99,29.80572937483673,-11.883021179458195,37.842615982198495,0.99,0.08990114225785265,0.1812000409293704,36.402518672194574,0.99
sticker_demo_10s_001,simulated_mouse_001,77,2.566667,30,mm,0.24102746691229293,0.27635844562376155,62.47451432939567,0.99,1.6147649855843786,-0.2755224011798809,60.79887801688318,0.99,29.763469885548194,-11.855571972835644,37.718847709925356,0.99,-0.4427417415981049,0.11575015847440365,35.936472868565495,0.99
sticker_demo_10s_001,simulated_mouse_001,78,2.6,30,mm,0.0038991756416673915,0.23841972458102792,62.09469965445122,0.99,0.9030805934367969,-1.3208426888420102,60.75349885868678,0.99,30.09369372787958,-11.918873073455135,37.85420707611551,0.99,-0.12455620427782924,-0.22275302308974762,36.18193738793464,0.99
sticker_demo_10s_001,simulated_mouse_001,79,2.633333,30,mm,-0.018110967872380302,-0.32850593299357966,61.97591595582616,0.99,-0.9693464034161243,-1.2107457937459063,60.99758212398979,0.99,29.980689862519256,-11.837920312681842,37.83379853834645,0.99,0.1185786348432155,-0.1300995636036758,36.23578316438721,0.99
sticker_demo_10s_001,simulated_mouse_001,80,2.666667,30,mm,0.0011416491324436086,-0.14365720316513556,61.89026922357429,0.99,-1.6592991377410329,-0.6169454288343663,61.28590043070494,0.99,29.800928076862196,-12.306758131572597,38.07068355118448,0.99,0.047689734441486414,0.07068812806148367,35.821373571552755,0.99
sticker_demo_10s_001,simulated_mouse_001,81,2.7,30,mm,0.10668054987456486,0.0003657870451512777,62.12155968130903,0.99,-0.8493284946023589,1.18312800614145,60.970805591055694,0.99,30.382416148590615,-11.650849144574941,38.039424348072565,0.99,-0.05669909005323492,0.033672972820606946,36.46151435820269,0.99
sticker_demo_10s_001,simulated_mouse_001,82,2.733333,30,mm,-0.1955630174905243,0.018418504050495554,62.10386789893514,0.99,0.6802627306655173,1.4687941366969886,61.17149157217212,0.99,29.800334984295134,-11.593557181943881,38.02363363881698,0.99,-0.14218164080444687,0.43670268666200907,35.98029315560562,0.99
sticker_demo_10s_001,simulated_mouse_001,83,2.766667,30,mm,0.04310344176455394,-0.3972982102158671,61.82564100167159,0.99,1.575954242964631,0.4625573972455952,61.02798649613247,0.99,30.329659446926307,-12.011058873461701,38.04154506097042,0.99,-0.1289202199461289,-0.15514311474316234,35.76661563908038,0.99
sticker_demo_10s_001,simulated_mouse_001,84,2.8,30,mm,0.028885875286958726,0.4098594486115361,62.13081526306833,0.99,1.2387412465264862,-0.8397583756163909,61.22391018941577,0.99,29.658874119648466,-12.014419892377264,37.80122671059491,0.99,0.04431660608151289,0.3287546864950028,36.13168602635856,0.99
sticker_demo_10s_001,simulated_mouse_001,85,2.833333,30,mm,-0.10769035969216403,0.10615892422866798,62.14561067333071,0.99,-0.3816130877217257,-1.5594447750621134,60.747140334943126,0.99,30.355749709184618,-11.960011218170242,37.768393267074174,0.99,-0.30740264894440883,0.03990192967858794,36.25933154574922,0.99
sticker_demo_10s_001,simulated_mouse_001,86,2.866667,30,mm,0.19985097967050036,0.1476855997838312,62.0036640791857,0.99,-1.3271490434378903,-0.48518932308205925,60.88459409435112,0.99,29.816494174097308,-11.980097119293744,38.28344313837842,0.99,-0.10660125085250516,-0.06050007099005458,35.75183468488414,0.99
sticker_demo_10s_001,simulated_mouse_001,87,2.9,30,mm,-0.04108644159709512,-0.24631310055270186,61.87053424895095,0.99,-1.2609666315636883,0.7976089173238807,61.09515357405188,0.99,30.07414922422667,-11.857100945344465,37.95654597038905,0.99,0.2156369106297738,-0.18586056670413698,35.807504291677105,0.99
